"Datasets","Samples","Group","ExpressedGenes","ShannonDiversity"
"IBD.PRJNA398089_MT","SRR5963916","UC",70,0.540986364032523
"IBD.PRJNA398089_MT","SRR5949259","UC",84,2.00870397696344
"IBD.PRJNA398089_MT","SRR5949438","UC",75,0.721152340533412
"IBD.PRJNA398089_MT","SRR5950431","Healthy",218,1.51936447417402
"IBD.PRJNA398089_MT","SRR5950419","Healthy",132,1.32700705708324
"IBD.PRJNA398089_MT","SRR5950403","Healthy",142,1.44126874134221
"IBD.PRJNA398089_MT","SRR5949379","Healthy",218,2.58168791363949
"IBD.PRJNA398089_MT","SRR5949382","Healthy",209,2.93842728932738
"IBD.PRJNA398089_MT","SRR5949232","Healthy",132,2.46310645042647
"IBD.PRJNA398089_MT","SRR5949121","Healthy",91,1.96943465286866
"IBD.PRJNA398089_MT","SRR5949357","Healthy",113,3.0173598969268
"IBD.PRJNA398089_MT","SRR5949506","Healthy",110,2.56621146058236
"IBD.PRJNA398089_MT","SRR5949337","Healthy",91,2.57743675415553
"IBD.PRJNA398089_MT","SRR5950371","Healthy",114,2.54287777983795
"IBD.PRJNA398089_MT","SRR5950424","Healthy",77,1.83043550432778
"IBD.PRJNA398089_MT","SRR5950248","Healthy",91,1.53220273063551
"IBD.PRJNA398089_MT","SRR5950273","Healthy",111,2.06294315091644
"IBD.PRJNA398089_MT","SRR5950381","Healthy",86,1.54075435498134
"IBD.PRJNA398089_MT","SRR5950330","Healthy",87,1.59407379352684
"IBD.PRJNA398089_MT","SRR5950412","Healthy",102,1.77218742742028
"IBD.PRJNA398089_MT","SRR5950385","Healthy",81,1.83521562986387
"IBD.PRJNA398089_MT","SRR5949289","Healthy",45,1.0116926133164
"IBD.PRJNA398089_MT","SRR5949358","Healthy",79,1.92893615322322
"IBD.PRJNA398089_MT","SRR5949569","Healthy",96,2.27801012740899
"IBD.PRJNA398089_MT","SRR5949228","Healthy",86,2.50584734191464
"IBD.PRJNA398089_MT","SRR5950276","UC",172,1.70418495924903
"IBD.PRJNA398089_MT","SRR5950259","UC",217,2.0693711226012
"IBD.PRJNA398089_MT","SRR5950290","UC",74,0.193208428255343
"IBD.PRJNA398089_MT","SRR5950318","UC",224,1.05028266855074
"IBD.PRJNA398089_MT","SRR5950298","UC",162,1.76845236512344
"IBD.PRJNA398089_MT","SRR5950365","UC",174,2.03951434058827
"IBD.PRJNA398089_MT","SRR5950391","UC",130,1.5812688655195
"IBD.PRJNA398089_MT","SRR5950351","UC",173,1.18095353925888
"IBD.PRJNA398089_MT","SRR5950317","UC",170,2.79325316956413
"IBD.PRJNA398089_MT","SRR5950257","UC",197,3.31722637435597
"IBD.PRJNA398089_MT","SRR5950297","UC",175,1.89593895772891
"IBD.PRJNA398089_MT","SRR5950395","UC",209,3.32007823058503
"IBD.PRJNA398089_MT","SRR5950415","UC",147,1.78434132175265
"IBD.PRJNA398089_MT","SRR5950446","UC",187,2.70149465849627
"IBD.PRJNA398089_MT","SRR5950283","UC",140,1.10908926491982
"CRC.PRJEB27928_MG","ERR2726404","Healthy",371,4.38259120145282
"CRC.PRJEB27928_MG","ERR2726405","Healthy",393,4.266747177466
"CRC.PRJEB27928_MG","ERR2726406","Healthy",434,4.38651160129433
"CRC.PRJEB27928_MG","ERR2726407","Healthy",454,4.76486588064331
"CRC.PRJEB27928_MG","ERR2726408","Healthy",514,5.10905231524695
"CRC.PRJEB27928_MG","ERR2726409","Healthy",356,4.83560950053263
"CRC.PRJEB27928_MG","ERR2726410","CRC",283,4.517881458164
"CRC.PRJEB27928_MG","ERR2726411","CRC",362,4.56658570381455
"CRC.PRJEB27928_MG","ERR2726415","CRC",307,4.36190022585696
"CRC.PRJEB27928_MG","ERR2726419","Healthy",326,2.81267563838787
"CRC.PRJEB27928_MG","ERR2726420","Healthy",418,4.85382368925226
"CRC.PRJEB27928_MG","ERR2726421","Healthy",392,4.72722440135467
"CRC.PRJEB27928_MG","ERR2726422","Healthy",325,4.67581096105405
"CRC.PRJEB27928_MG","ERR2726423","CRC",420,4.7152094639113
"CRC.PRJEB27928_MG","ERR2726427","Healthy",390,4.70142053748108
"CRC.PRJEB27928_MG","ERR2726428","Healthy",312,4.64513640147849
"CRC.PRJEB27928_MG","ERR2726429","Healthy",487,4.50593395382783
"CRC.PRJEB27928_MG","ERR2726430","Healthy",468,4.23570635997407
"CRC.PRJEB27928_MG","ERR2726431","Healthy",459,4.63250060774347
"CRC.PRJEB27928_MG","ERR2726432","Healthy",514,4.99772123740096
"CRC.PRJEB27928_MG","ERR2726433","Healthy",509,4.26666617879361
"CRC.PRJEB27928_MG","ERR2726434","Healthy",403,5.11011914376019
"CRC.PRJEB27928_MG","ERR2726435","Healthy",469,4.63294858477378
"CRC.PRJEB27928_MG","ERR2726436","Healthy",429,4.4838958588991
"CRC.PRJEB27928_MG","ERR2726437","CRC",388,4.91014784479344
"CRC.PRJEB27928_MG","ERR2726441","Healthy",483,4.96187958420308
"CRC.PRJEB27928_MG","ERR2726442","Healthy",464,5.07708066247478
"CRC.PRJEB27928_MG","ERR2726443","Healthy",447,5.09681858498246
"CRC.PRJEB27928_MG","ERR2726444","Healthy",472,4.85943904214097
"CRC.PRJEB27928_MG","ERR2726445","Healthy",474,4.56173397597972
"CRC.PRJEB27928_MG","ERR2726446","Healthy",485,4.45017746033586
"CRC.PRJEB27928_MG","ERR2726447","Healthy",472,4.54693753147948
"CRC.PRJEB27928_MG","ERR2726448","CRC",367,3.61793498969391
"CRC.PRJEB27928_MG","ERR2726449","Healthy",437,4.84020207390253
"CRC.PRJEB27928_MG","ERR2726450","Healthy",401,4.55019386699298
"CRC.PRJEB27928_MG","ERR2726451","Healthy",487,4.93040695991963
"CRC.PRJEB27928_MG","ERR2726452","Healthy",473,4.78462805284709
"CRC.PRJEB27928_MG","ERR2726453","CRC",305,4.18559258836723
"CRC.PRJEB27928_MG","ERR2726457","Healthy",364,4.66008402612735
"CRC.PRJEB27928_MG","ERR2726458","Healthy",360,4.45637968803471
"CRC.PRJEB27928_MG","ERR2726459","Healthy",375,4.55691927801336
"CRC.PRJEB27928_MG","ERR2726460","Healthy",320,4.12610150017979
"CRC.PRJEB27928_MG","ERR2726461","Healthy",362,4.58745578995461
"CRC.PRJEB27928_MG","ERR2726462","Healthy",455,4.92270409465228
"CRC.PRJEB27928_MG","ERR2726463","CRC",347,4.81535017888168
"CRC.PRJEB27928_MG","ERR2726467","CRC",367,4.74644650569046
"CRC.PRJEB27928_MG","ERR2726471","Healthy",484,5.09414175863085
"CRC.PRJEB27928_MG","ERR2726472","Healthy",461,4.87129155939827
"CRC.PRJEB27928_MG","ERR2726473","Healthy",367,4.77327708159671
"CRC.PRJEB27928_MG","ERR2726474","Healthy",435,4.84608996320403
"CRC.PRJEB27928_MG","ERR2726475","Healthy",386,4.43653361093326
"CRC.PRJEB27928_MG","ERR2726476","CRC",365,4.54407823154261
"CRC.PRJEB27928_MG","ERR2726480","CRC",326,4.64083359826098
"CRC.PRJEB27928_MG","ERR2726484","CRC",318,4.62754563821075
"CRC.PRJEB27928_MG","ERR2726485","Healthy",453,4.95724558822048
"CRC.PRJEB27928_MG","ERR2726486","Healthy",539,4.43121468937888
"CRC.PRJEB27928_MG","ERR2726487","Healthy",378,4.94422555746086
"CRC.PRJEB27928_MG","ERR2726488","CRC",318,4.75225278903508
"CRC.PRJEB27928_MG","ERR2726489","CRC",277,4.33027085634594
"CRC.PRJEB27928_MG","ERR2726493","Healthy",241,4.13882749607274
"CRC.PRJEB27928_MG","ERR2726494","CRC",269,3.98741736011825
"CRC.PRJEB27928_MG","ERR2726498","Healthy",396,4.91716822135176
"CRC.PRJEB27928_MG","ERR2726499","Healthy",412,4.90483813485711
"CRC.PRJEB27928_MG","ERR2726500","Healthy",163,3.73936530380268
"CRC.PRJEB27928_MG","ERR2726501","CRC",346,4.10047370535614
"CRC.PRJEB27928_MG","ERR2726502","Healthy",454,4.66605993940665
"CRC.PRJEB27928_MG","ERR2726503","CRC",344,4.90402695524343
"CRC.PRJEB27928_MG","ERR2726504","Healthy",385,4.86163106433275
"CRC.PRJEB27928_MG","ERR2726505","Healthy",464,4.94308301965073
"CRC.PRJEB27928_MG","ERR2726506","Healthy",439,4.79644437337727
"CRC.PRJEB27928_MG","ERR2726507","CRC",327,4.41022282254106
"CRC.PRJEB27928_MG","ERR2726511","Healthy",446,4.72133727786918
"CRC.PRJEB27928_MG","ERR2726512","Healthy",486,4.7581950285332
"CRC.PRJEB27928_MG","ERR2726513","CRC",206,4.12049639210044
"CRC.PRJEB27928_MG","ERR2726517","Healthy",475,4.71086166786097
"CRC.PRJEB27928_MG","ERR2726518","CRC",271,4.51968075529322
"CRC.PRJEB27928_MG","ERR2726522","CRC",333,4.6127182225889
"CRC.PRJEB27928_MG","ERR2726526","Healthy",352,4.82432662204172
"CRC.PRJEB27928_MG","ERR2726527","CRC",347,4.71028861263202
"CRC.PRJEB27928_MG","ERR2726531","Healthy",427,4.73926000391131
"CRC.PRJEB27928_MG","ERR2726532","Healthy",335,4.49777550680412
"CRC.PRJEB27928_MG","ERR2726533","Healthy",438,4.70213674488497
